feature,importance
algo_enc,0.48970786479208295
op_enc,0.30579406170856493
security_level,0.11576317199901563
type_enc,0.0887349015003168
hop_count,9.86295964597798e-15
topo_enc,9.718496506620076e-15
payload_bytes,0.0
