feature,importance
operation,0.6631841700565023
algorithm,0.2701759691574551
security_level,0.04639148534822727
algo_type,0.02024837543781475
topology,2.348278906181763e-16
hop_count,1.69204384636646e-16
payload_bytes,0.0
