feature,mean_|SHAP|
algorithm,102.51956681933363
operation,84.47262956660161
security_level,9.978725065366753
algo_type,0.7568326768403265
topology,0.02672514928719195
hop_count,0.009008878392233636
payload_bytes,0.0
