,0
lattice_dim,0.37436980673716236
uses_fpu,0.326087814323749
alg_enc,0.20960972930881913
ct_or_sig_bytes,0.03062384479097539
sk_bytes,0.023686866511404878
security_level,0.01711116740887239
pk_bytes,0.013828382499162795
op_enc,0.004682388419854025
