feature,importance
lattice_dim,0.40883242889842814
uses_fpu,0.33587972272437794
alg_enc,0.170745619387104
ct_or_sig_bytes,0.026514201094037567
sk_bytes,0.02245968968391314
pk_bytes,0.01731092260258299
security_level,0.014165756417567931
op_enc,0.0040916591919882865
